;property_type;room_type;bed_type;accommodates;bedrooms;beds;number_of_reviews;bathrooms;price
2524;Apartment;Entire home/apt;Real Bed;4;2;3;0;2;138
2525;Apartment;Entire home/apt;Real Bed;7;2;3;13;1;95
2526;Apartment;Private room;Real Bed;2;1;1;23;1;283
2527;Apartment;Entire home/apt;Real Bed;6;2;4;27;2;701
2528;Hostel;Private room;Real Bed;4;1;4;0;2;601
2529;Apartment;Entire home/apt;Real Bed;1;0;1;17;1;801
2530;Apartment;Private room;Real Bed;1;1;1;0;1.5;41
2531;Resort;Shared room;Real Bed;2;1;1;1;1;81
2532;Apartment;Private room;Real Bed;1;1;1;0;1;188
2533;Hotel;Private room;Real Bed;1;1;1;0;1;269
2534;Apartment;Entire home/apt;Real Bed;5;4;4;10;1;83
2535;Apartment;Entire home/apt;Real Bed;5;1;2;27;1;76
2536;Apartment;Entire home/apt;Real Bed;4;1;1;0;1;25
2537;Apartment;Entire home/apt;Real Bed;4;2;2;1;1;1680
2538;Apartment;Entire home/apt;Real Bed;4;2;2;2;1;55
2539;Apartment;Entire home/apt;Real Bed;5;2;2;1;1;385
2540;Serviced apartment;Entire home/apt;Real Bed;5;1;3;4;1;220
2541;Apartment;Entire home/apt;Real Bed;4;1;1;0;1;216
2542;Apartment;Entire home/apt;Real Bed;4;2;3;12;2;399
2543;Apartment;Entire home/apt;Real Bed;2;1;1;3;1;100
2544;Apartment;Entire home/apt;Real Bed;3;1;1;4;1;34
2545;Apartment;Private room;Real Bed;2;1;1;27;1;50
2546;Serviced apartment;Entire home/apt;Real Bed;2;1;1;5;1;422
2547;Apartment;Private room;Real Bed;2;1;2;64;1;22
2548;Apartment;Private room;Real Bed;4;2;3;0;1;21
2549;Apartment;Entire home/apt;Real Bed;10;3;7;6;2.5;110
2550;Apartment;Private room;Real Bed;2;1;1;4;1;65
2551;Apartment;Entire home/apt;Real Bed;5;1;3;4;1;322
2552;Apartment;Entire home/apt;Real Bed;4;1;2;3;1;60
2553;Apartment;Entire home/apt;Real Bed;2;1;0;41;1;148
2554;Apartment;Entire home/apt;Real Bed;4;1;3;35;1;50
2555;Apartment;Private room;Real Bed;2;1;2;13;1;15
2556;Apartment;Private room;Real Bed;2;1;1;40;1.5;16
2557;Apartment;Private room;Real Bed;2;1;1;1;1;440
2558;Apartment;Private room;Real Bed;2;0;1;1;1;534
2559;Townhouse;Private room;Real Bed;2;1;1;2;1;34
2560;Apartment;Entire home/apt;Pull-out Sofa;1;0;0;43;1;200
2561;Apartment;Entire home/apt;Real Bed;4;1;1;11;1;78
2562;House;Private room;Real Bed;2;1;1;21;1;393
2563;Apartment;Shared room;Real Bed;2;1;2;0;1;79
2564;Apartment;Private room;Real Bed;1;1;1;1;1;37
2565;Apartment;Entire home/apt;Real Bed;4;2;2;3;1;190
2566;Boutique hotel;Private room;Real Bed;3;1;2;32;1;295
2567;Apartment;Entire home/apt;Real Bed;10;3;9;5;2;110
2568;Apartment;Entire home/apt;Real Bed;4;1;3;4;1;32
2569;Apartment;Entire home/apt;Real Bed;3;1;1;46;1;1146
2570;Apartment;Entire home/apt;Real Bed;4;2;2;45;2;151
2571;Condominium;Entire home/apt;Real Bed;2;0;1;52;1;90
2572;Apartment;Entire home/apt;Real Bed;6;4;6;7;2;180
2573;House;Entire home/apt;Real Bed;8;3;4;2;2;315
2574;Apartment;Entire home/apt;Real Bed;3;1;2;14;1;201
2575;Apartment;Entire home/apt;Real Bed;6;2;6;1;3;1499
2576;Serviced apartment;Entire home/apt;Real Bed;16;8;8;1;8;2974
2577;Casa particular (Cuba);Private room;Real Bed;1;1;1;0;1;148
2578;Apartment;Entire home/apt;Real Bed;2;0;1;31;1;597
2579;Apartment;Entire home/apt;Real Bed;5;2;3;50;2;90
2580;Apartment;Entire home/apt;Real Bed;4;1;2;74;1;60
2581;Apartment;Entire home/apt;Real Bed;6;2;3;3;1;95
2582;Guest suite;Entire home/apt;Real Bed;2;1;1;0;1;121
2583;Apartment;Private room;Real Bed;2;1;1;0;1;100
2584;Apartment;Private room;Real Bed;2;1;1;0;1;291
2585;House;Entire home/apt;Real Bed;8;3;4;33;3;632
2586;House;Entire home/apt;Real Bed;2;0;1;0;1;49
2587;Condominium;Entire home/apt;Real Bed;3;1;2;0;1;85
2588;House;Entire home/apt;Real Bed;8;4;7;7;2.5;3730
2589;Serviced apartment;Entire home/apt;Real Bed;2;1;1;1;1;85
2590;Apartment;Entire home/apt;Real Bed;5;2;3;51;1;848
2591;Apartment;Entire home/apt;Real Bed;8;4;5;1;4.5;1802
2592;Apartment;Entire home/apt;Real Bed;12;5;7;37;1;150
2593;Apartment;Private room;Real Bed;2;1;1;4;1;50
2594;Apartment;Private room;Real Bed;2;1;1;70;1;28
2595;Apartment;Private room;Real Bed;2;1;1;0;1;298
2596;Apartment;Entire home/apt;Real Bed;2;0;1;23;1;110
2597;Apartment;Entire home/apt;Real Bed;5;2;2;10;1;903
2598;Apartment;Entire home/apt;Real Bed;5;1;3;2;2;166
2599;Apartment;Entire home/apt;Real Bed;7;3;4;38;1.5;80
2600;Serviced apartment;Entire home/apt;Real Bed;2;1;2;9;1;75
2601;Guesthouse;Private room;Real Bed;2;1;1;3;1;298
2602;Villa;Private room;Real Bed;2;1;1;25;1;38
2603;Apartment;Entire home/apt;Real Bed;4;1;2;19;1;115
2604;Condominium;Private room;Real Bed;2;1;1;0;1;40
2605;Apartment;Private room;Real Bed;2;1;1;1;1;110
2606;Apartment;Entire home/apt;Real Bed;2;1;2;4;1;399
2607;Apartment;Private room;Real Bed;4;2;4;21;1;56
2608;Boutique hotel;Private room;Real Bed;2;0;1;1;1;100
2609;House;Entire home/apt;Real Bed;8;2;4;19;2;100
2610;Apartment;Entire home/apt;Real Bed;4;1;2;26;1;75
2611;Apartment;Private room;Real Bed;1;1;1;49;1;74
2612;Apartment;Private room;Real Bed;2;0;1;0;1;42
2613;Apartment;Private room;Real Bed;2;1;1;0;1;90
2614;Apartment;Entire home/apt;Real Bed;4;2;2;0;2;560
2615;Apartment;Private room;Real Bed;1;2;2;2;2;500
2616;Apartment;Entire home/apt;Real Bed;6;2;4;62;1;1201
2617;Apartment;Entire home/apt;Real Bed;2;0;1;0;1;400
2618;Apartment;Entire home/apt;Real Bed;6;3;3;91;2;175
2619;Apartment;Entire home/apt;Real Bed;8;2;3;84;2;150
2620;House;Private room;Real Bed;2;0;1;0;1;400
2621;Apartment;Private room;Real Bed;2;1;1;5;1;142
2622;House;Entire home/apt;Real Bed;8;4;5;0;3;240
2623;Apartment;Entire home/apt;Real Bed;6;2;5;78;2;259
2624;Apartment;Private room;Real Bed;2;1;2;2;1;80
2625;Apartment;Entire home/apt;Real Bed;3;1;1;56;1;220
2626;House;Private room;Real Bed;3;2;2;13;1;200
2627;Condominium;Entire home/apt;Real Bed;6;2;2;3;2;175
2628;Apartment;Entire home/apt;Real Bed;2;0;1;35;1;101
2629;Serviced apartment;Entire home/apt;Real Bed;2;1;1;56;1;148
2630;Apartment;Entire home/apt;Real Bed;5;2;5;36;1;100
2631;Apartment;Entire home/apt;Real Bed;4;1;1;45;1;60
2632;Tiny house;Entire home/apt;Real Bed;4;1;2;12;1;45
2633;Tiny house;Shared room;Real Bed;1;1;1;0;1;16
2634;Apartment;Entire home/apt;Real Bed;4;1;2;1;1;198
2635;Loft;Entire home/apt;Real Bed;2;0;2;12;1;518
2636;House;Entire home/apt;Real Bed;6;3;5;0;2.5;509
2637;Apartment;Entire home/apt;Real Bed;4;2;3;0;2;298
2638;Apartment;Entire home/apt;Real Bed;2;0;1;65;1;43
2639;Apartment;Private room;Real Bed;1;0;1;0;1;2000
2640;Apartment;Entire home/apt;Real Bed;4;1;3;1;1;85
2641;Apartment;Private room;Real Bed;2;1;1;15;1;44
2642;Condominium;Entire home/apt;Real Bed;3;2;2;4;1;50
2643;Loft;Entire home/apt;Real Bed;16;7;7;9;4;1200
2644;Serviced apartment;Entire home/apt;Real Bed;5;1;2;19;1.5;99
2645;Apartment;Entire home/apt;Real Bed;8;4;4;4;1;150
2646;Hostel;Private room;Real Bed;2;1;1;0;1.5;148
2647;Apartment;Entire home/apt;Real Bed;2;1;1;24;1;67
2648;Apartment;Entire home/apt;Real Bed;3;0;2;2;1;101
2649;Apartment;Entire home/apt;Real Bed;6;3;3;8;1.5;301
2650;Apartment;Entire home/apt;Real Bed;2;1;1;8;1;903
2651;Serviced apartment;Entire home/apt;Real Bed;8;3;5;31;1;295
2652;Loft;Entire home/apt;Real Bed;3;0;2;10;1;72
2653;Apartment;Entire home/apt;Real Bed;4;1;2;4;1;848
2654;Bed and breakfast;Private room;Real Bed;1;1;1;0;1;24
2655;Apartment;Entire home/apt;Real Bed;6;2;3;11;1;200
2656;Apartment;Private room;Real Bed;2;1;1;0;1;75
2657;Serviced apartment;Entire home/apt;Real Bed;8;3;8;0;2;786
2658;Apartment;Entire home/apt;Real Bed;4;2;3;7;1;100
2659;Apartment;Entire home/apt;Real Bed;2;0;1;0;1;417
2660;Apartment;Entire home/apt;Real Bed;3;1;1;19;1;201
2661;Apartment;Private room;Real Bed;2;1;1;1;1;35
2662;Apartment;Private room;Real Bed;2;1;1;11;1;20
2663;Hostel;Private room;Real Bed;1;1;1;49;1;377
2664;Apartment;Entire home/apt;Real Bed;4;1;2;3;1;1201
2665;Apartment;Entire home/apt;Real Bed;6;3;4;13;1.5;86
2666;House;Entire home/apt;Real Bed;6;5;5;0;2;425
2667;Apartment;Entire home/apt;Real Bed;6;3;3;15;2;120
2668;Apartment;Entire home/apt;Real Bed;2;1;1;14;1;35
2669;House;Private room;Real Bed;2;1;1;53;1;57
2670;Apartment;Entire home/apt;Real Bed;4;1;2;29;1;95
2671;Bed and breakfast;Private room;Real Bed;2;1;2;0;1;127
2672;Apartment;Entire home/apt;Real Bed;3;1;2;37;1;59
2673;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;377
2674;Loft;Private room;Real Bed;1;1;2;0;1;69
2675;Apartment;Entire home/apt;Real Bed;2;1;1;3;1;50
2676;Apartment;Entire home/apt;Real Bed;2;1;1;22;1;64
2677;Apartment;Entire home/apt;Real Bed;6;3;4;1;2;118
2678;Apartment;Entire home/apt;Real Bed;7;3;5;13;2;80
2679;Apartment;Private room;Real Bed;2;1;1;1;1;40
2680;Serviced apartment;Entire home/apt;Real Bed;6;2;4;29;1;115
2681;Guesthouse;Entire home/apt;Real Bed;2;1;1;12;1;85
2682;Apartment;Entire home/apt;Real Bed;2;1;1;5;1;56
2683;Apartment;Private room;Real Bed;2;1;1;23;1;47
2684;Apartment;Shared room;Real Bed;2;1;3;0;1;95
2685;Apartment;Entire home/apt;Real Bed;12;2;7;11;1;1978
2686;Apartment;Entire home/apt;Real Bed;6;2;2;36;1;264
2687;Apartment;Entire home/apt;Real Bed;2;1;1;139;1;68
2688;Condominium;Entire home/apt;Real Bed;4;1;1;5;1;1287
2689;Apartment;Entire home/apt;Real Bed;3;1;1;2;1;42
2690;Aparthotel;Private room;Real Bed;2;1;2;0;1;453
2691;Condominium;Entire home/apt;Real Bed;4;1;1;28;1;157
2692;Apartment;Entire home/apt;Real Bed;8;4;5;0;2;200
2693;Apartment;Private room;Real Bed;1;1;1;0;2;20
2694;Apartment;Private room;Real Bed;2;1;1;9;1;47
2695;Apartment;Entire home/apt;Real Bed;4;1;2;15;2;42
2696;Apartment;Private room;Real Bed;2;1;1;2;1;105
2697;Apartment;Entire home/apt;Real Bed;1;0;1;7;1;89
2698;Apartment;Entire home/apt;Real Bed;2;1;1;15;1;50
2699;Apartment;Private room;Real Bed;2;1;1;0;1;283
2700;Apartment;Entire home/apt;Real Bed;7;2;3;17;1;950
2701;Apartment;Private room;Real Bed;1;1;1;0;1;50
2702;Apartment;Entire home/apt;Real Bed;2;1;1;2;1;45
2703;Apartment;Entire home/apt;Real Bed;2;1;1;26;1;108
2704;Boutique hotel;Private room;Real Bed;2;1;1;0;1;142
2705;Apartment;Entire home/apt;Real Bed;4;0;2;4;1;65
2706;Apartment;Entire home/apt;Real Bed;6;1;4;51;1;199
2707;Apartment;Private room;Real Bed;2;1;1;1;1;101
2708;House;Entire home/apt;Real Bed;6;3;3;0;2;750
2709;Apartment;Entire home/apt;Real Bed;2;2;2;20;1;221
2710;Apartment;Entire home/apt;Real Bed;2;1;1;19;1;125
2711;Apartment;Entire home/apt;Real Bed;2;1;1;2;1.5;200
2712;Apartment;Private room;Real Bed;2;1;1;40;1;259
2713;House;Entire home/apt;Real Bed;6;3;3;0;1;284
2714;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;60
2715;Condominium;Entire home/apt;Real Bed;2;1;1;49;1;110
2716;Apartment;Entire home/apt;Real Bed;2;1;1;16;1.5;950
2717;Apartment;Entire home/apt;Real Bed;2;0;1;46;1;542
2718;Apartment;Entire home/apt;Real Bed;4;2;2;1;1;151
2719;House;Private room;Real Bed;2;1;1;1;1;45
2720;Apartment;Entire home/apt;Real Bed;4;1;1;3;1;1083
2721;Hotel;Private room;Real Bed;5;2;4;21;2;654
2722;Apartment;Entire home/apt;Real Bed;3;1;2;22;1;150
2723;Apartment;Entire home/apt;Real Bed;3;2;2;2;1;71
2724;House;Shared room;Real Bed;4;1;4;16;2;12
2725;House;Private room;Real Bed;2;1;1;2;1;55
2726;Apartment;Entire home/apt;Real Bed;3;2;3;1;1;95
2727;Apartment;Entire home/apt;Real Bed;6;2;4;5;2;100
2728;Apartment;Entire home/apt;Real Bed;2;0;1;12;1;377
2729;Apartment;Entire home/apt;Real Bed;4;2;2;3;1;161
2730;Apartment;Entire home/apt;Real Bed;5;2;3;14;1;120
2731;Apartment;Private room;Real Bed;4;1;2;52;1;793
2732;Apartment;Private room;Real Bed;2;1;1;2;1;50
2733;Apartment;Private room;Real Bed;1;1;1;6;1;45
2734;House;Private room;Real Bed;2;1;1;0;1;65
2735;Apartment;Entire home/apt;Real Bed;2;1;1;4;2;101
2736;Apartment;Private room;Real Bed;2;1;1;2;1;20
2737;Apartment;Entire home/apt;Real Bed;3;1;2;64;1;89
2738;Apartment;Entire home/apt;Real Bed;6;3;3;1;2.5;500
2739;Apartment;Entire home/apt;Real Bed;2;1;1;13;1;85
2740;Apartment;Entire home/apt;Real Bed;2;0;1;84;1;550
2741;Serviced apartment;Entire home/apt;Real Bed;2;1;1;0;1;84
2742;Apartment;Entire home/apt;Real Bed;4;1;2;4;1;200
2743;Apartment;Entire home/apt;Real Bed;3;1;1;0;1;80
2744;Boutique hotel;Private room;Real Bed;5;2;4;0;1;833
2745;House;Entire home/apt;Real Bed;4;2;2;5;1;170
2746;House;Private room;Real Bed;2;1;1;2;1;400
2747;Hostel;Private room;Real Bed;2;1;1;0;1;60
2748;Apartment;Entire home/apt;Real Bed;2;1;2;56;1;45
2749;House;Private room;Real Bed;2;1;2;0;2;46
2750;Apartment;Private room;Real Bed;2;1;1;43;1.5;127
2751;Serviced apartment;Entire home/apt;Real Bed;4;2;3;0;2;160
2752;Condominium;Entire home/apt;Real Bed;6;3;3;0;2;1303
2753;Apartment;Private room;Real Bed;2;1;1;6;1;50
2754;Serviced apartment;Private room;Real Bed;1;1;1;5;2;17
2755;Apartment;Entire home/apt;Real Bed;2;0;1;1;1;424
2756;Apartment;Entire home/apt;Real Bed;6;2;3;2;1;70
2757;Hotel;Private room;Real Bed;2;1;1;2;1;7203
2758;Apartment;Entire home/apt;Real Bed;2;0;1;39;1;25
2759;Apartment;Entire home/apt;Real Bed;4;1;1;2;1;58
2760;Apartment;Entire home/apt;Real Bed;6;3;4;3;2;120
2761;House;Private room;Real Bed;1;1;1;16;1;70
2762;Apartment;Entire home/apt;Real Bed;5;3;3;1;3.5;250
2763;Apartment;Entire home/apt;Real Bed;4;1;2;10;1;32
2764;Townhouse;Private room;Real Bed;2;1;1;35;1;70
2765;Other;Entire home/apt;Real Bed;5;0;2;30;1;99
2766;Loft;Entire home/apt;Real Bed;2;1;1;3;1;70
2767;Condominium;Entire home/apt;Real Bed;4;1;1;3;1;250
2768;House;Private room;Real Bed;3;1;3;28;1;30
2769;Apartment;Private room;Real Bed;1;1;1;0;1;104
2770;Apartment;Entire home/apt;Real Bed;2;1;1;9;1;699
2771;House;Entire home/apt;Real Bed;4;2;2;16;1;150
2772;Apartment;Entire home/apt;Real Bed;4;1;3;53;1;68
2773;Loft;Entire home/apt;Real Bed;4;1;2;44;1;66
2774;Loft;Private room;Real Bed;2;1;1;24;1.5;50
2775;Condominium;Private room;Real Bed;2;1;1;11;1;424
2776;Guesthouse;Private room;Real Bed;2;1;1;2;1;50
2777;House;Private room;Real Bed;1;1;1;0;2;35
2778;Condominium;Entire home/apt;Real Bed;2;1;1;72;1;353
2779;Apartment;Entire home/apt;Real Bed;4;0;2;6;1;59
2780;Apartment;Entire home/apt;Real Bed;6;2;2;11;1;180
2781;Apartment;Private room;Real Bed;2;1;1;22;1;295
2782;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;103
2783;Apartment;Entire home/apt;Real Bed;4;2;2;0;2;151
2784;Apartment;Private room;Real Bed;2;1;1;1;1;25
2785;Serviced apartment;Private room;Real Bed;2;1;1;0;1;79
2786;Serviced apartment;Entire home/apt;Real Bed;2;0;1;1;1;68
2787;Serviced apartment;Entire home/apt;Real Bed;4;2;3;2;1;761
2788;Apartment;Entire home/apt;Real Bed;6;2;4;31;1.5;63
2789;House;Entire home/apt;Real Bed;13;7;8;3;3;450
2790;House;Entire home/apt;Real Bed;3;1;2;3;1;50
2791;Boutique hotel;Private room;Real Bed;4;1;3;0;1;174
2792;Apartment;Entire home/apt;Real Bed;3;1;2;40;1;60
2793;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;49
2794;Apartment;Private room;Real Bed;2;0;1;0;1;683
2795;Hotel;Private room;Real Bed;1;1;1;1;1;228
2796;Apartment;Entire home/apt;Real Bed;6;2;3;23;1;94
2797;House;Private room;Real Bed;1;4;1;1;1;70
2798;Loft;Entire home/apt;Real Bed;2;0;2;1;1;50
2799;Serviced apartment;Entire home/apt;Real Bed;2;0;1;4;1;1994
2800;Condominium;Entire home/apt;Real Bed;7;3;4;6;2;1515
2801;Loft;Entire home/apt;Real Bed;2;0;2;1;1;60
2802;House;Entire home/apt;Real Bed;16;0;1;0;1;1444
2803;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;100
2804;Apartment;Private room;Real Bed;1;0;1;1;1;548
2805;Apartment;Entire home/apt;Real Bed;4;1;2;0;1;90
2806;Farm stay;Private room;Real Bed;2;1;1;12;1;169
2807;Apartment;Private room;Real Bed;3;1;3;34;1.5;79
2808;Apartment;Private room;Real Bed;2;0;1;6;1;628
2809;Apartment;Entire home/apt;Real Bed;5;2;3;45;1;502
2810;Condominium;Entire home/apt;Real Bed;4;1;1;36;1;99
2811;Apartment;Entire home/apt;Real Bed;2;1;1;33;1;219
2812;Condominium;Entire home/apt;Real Bed;3;1;1;10;1;159
2813;Apartment;Private room;Real Bed;2;1;2;49;1;68
2814;Apartment;Private room;Real Bed;5;2;2;9;2;44
2815;Apartment;Private room;Real Bed;3;1;2;40;1;40
2816;Apartment;Entire home/apt;Real Bed;6;3;6;3;2;40
2817;Serviced apartment;Entire home/apt;Real Bed;4;2;2;0;1;754
2818;House;Entire home/apt;Real Bed;2;1;2;0;1;85
2819;Apartment;Entire home/apt;Real Bed;6;4;6;0;2;50
2820;Apartment;Entire home/apt;Real Bed;6;3;3;0;1;60
2821;Condominium;Entire home/apt;Real Bed;4;0;1;27;1;159
2822;Apartment;Private room;Real Bed;2;1;1;17;1;55
2823;Bed and breakfast;Private room;Real Bed;1;1;1;0;1;58
2824;Apartment;Entire home/apt;Real Bed;2;1;1;2;1;45
2825;Apartment;Private room;Real Bed;2;1;1;8;1;35
2826;Guest suite;Entire home/apt;Real Bed;4;3;3;17;1;100
2827;Other;Entire home/apt;Real Bed;2;0;1;29;1;85
2828;Apartment;Private room;Real Bed;6;1;1;0;2;316
2829;Apartment;Entire home/apt;Real Bed;4;2;2;4;2;45
2830;Apartment;Private room;Real Bed;2;1;1;20;1;63
2831;Apartment;Private room;Real Bed;1;1;1;0;1;48
2832;House;Entire home/apt;Real Bed;4;2;2;0;1;235
2833;Apartment;Private room;Real Bed;3;1;1;76;1;98
2834;Apartment;Entire home/apt;Real Bed;4;2;2;51;2.5;246
2835;Loft;Entire home/apt;Real Bed;8;1;7;6;1;119
2836;Apartment;Entire home/apt;Real Bed;4;2;3;0;1;70
2837;Apartment;Entire home/apt;Real Bed;3;1;2;13;1;55
2838;Apartment;Private room;Real Bed;2;1;1;0;1;64
2839;Loft;Entire home/apt;Real Bed;4;1;3;62;1;161
2840;Apartment;Entire home/apt;Real Bed;2;1;1;4;1;848
2841;Apartment;Entire home/apt;Real Bed;3;0;2;36;1;45
2842;Apartment;Private room;Real Bed;3;1;2;8;3;45
2843;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;190
2844;Apartment;Entire home/apt;Real Bed;3;1;2;2;1;55
2845;Apartment;Private room;Real Bed;2;1;2;7;1;109
2846;House;Private room;Real Bed;1;1;1;0;1;33
2847;Apartment;Private room;Real Bed;3;1;1;0;1;70
2848;Townhouse;Entire home/apt;Real Bed;6;3;3;2;1;451
2849;Apartment;Private room;Real Bed;1;1;1;50;1;18
2850;Apartment;Private room;Real Bed;1;1;1;0;1;75
2851;Apartment;Private room;Real Bed;2;1;1;72;1;20
2852;Apartment;Private room;Real Bed;2;1;1;16;1;55
2853;Apartment;Entire home/apt;Real Bed;4;1;2;0;1;90
2854;Apartment;Private room;Real Bed;2;1;1;40;1;47
2855;Apartment;Entire home/apt;Real Bed;3;1;2;26;1;989
2856;Apartment;Entire home/apt;Real Bed;2;1;1;47;1;85
2857;Condominium;Entire home/apt;Real Bed;5;2;3;12;2;159
2858;Apartment;Entire home/apt;Real Bed;4;1;3;8;1;200
2859;Apartment;Entire home/apt;Real Bed;4;1;1;0;1;168
2860;Apartment;Entire home/apt;Real Bed;8;2;4;15;2;150
2861;House;Entire home/apt;Real Bed;14;4;7;8;3.5;675
2862;Condominium;Private room;Real Bed;2;2;2;1;1;301
2863;Apartment;Entire home/apt;Real Bed;2;0;1;8;1;699
2864;Apartment;Entire home/apt;Real Bed;3;1;1;74;1;250
2865;Townhouse;Entire home/apt;Real Bed;6;2;3;304;2;48
2866;Apartment;Entire home/apt;Real Bed;6;3;4;7;3;90
2867;Townhouse;Private room;Real Bed;2;1;1;25;1.5;15
2868;Townhouse;Private room;Real Bed;2;1;1;8;1.5;15
2869;Condominium;Entire home/apt;Real Bed;2;0;1;19;1;99
2870;Condominium;Private room;Real Bed;1;1;1;2;1;201
2871;Condominium;Entire home/apt;Real Bed;2;1;1;0;1;65
2872;Apartment;Entire home/apt;Real Bed;4;2;3;0;1;200
2873;Condominium;Entire home/apt;Real Bed;6;3;3;1;1.5;150
2874;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;75
2875;Guesthouse;Entire home/apt;Real Bed;4;0;2;22;1;53
2876;Apartment;Entire home/apt;Real Bed;4;1;2;175;1;180
2877;Apartment;Entire home/apt;Real Bed;6;2;5;4;2;246
2878;Apartment;Entire home/apt;Real Bed;2;1;1;31;1;80
2879;Apartment;Entire home/apt;Real Bed;4;1;1;2;1;191
2880;Apartment;Private room;Real Bed;1;1;1;8;1;90
2881;Loft;Private room;Real Bed;3;1;2;3;1;70
2882;Condominium;Private room;Real Bed;1;1;1;0;1;353
2883;Apartment;Entire home/apt;Real Bed;6;2;3;63;1;856
2884;Condominium;Entire home/apt;Real Bed;3;1;1;3;1;64
2885;Casa particular (Cuba);Entire home/apt;Real Bed;12;1;3;0;1;501
2886;Serviced apartment;Entire home/apt;Real Bed;4;1;1;0;1;295
2887;Apartment;Entire home/apt;Real Bed;4;1;1;20;1;119
2888;House;Private room;Real Bed;2;4;4;0;1;65
2889;Bungalow;Entire home/apt;Real Bed;8;3;4;3;2.5;500
2890;Apartment;Entire home/apt;Real Bed;4;1;2;12;1;145
2891;Apartment;Private room;Real Bed;1;1;1;10;1;23
2892;Serviced apartment;Private room;Real Bed;2;1;1;76;1;17
2893;Apartment;Private room;Real Bed;2;1;1;24;2;29
2894;Apartment;Entire home/apt;Real Bed;4;1;2;41;1;135
2895;Townhouse;Private room;Real Bed;2;1;2;11;1;75
2896;Apartment;Entire home/apt;Real Bed;2;1;1;2;1;23
2897;Apartment;Entire home/apt;Real Bed;6;2;3;60;1;151
2898;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;1055
2899;Apartment;Entire home/apt;Real Bed;2;0;1;25;1;179
2900;Condominium;Entire home/apt;Real Bed;4;2;2;26;1;1900
2901;Apartment;Private room;Real Bed;2;1;1;58;1;338
2902;Serviced apartment;Private room;Real Bed;2;1;1;0;1;69
2903;Townhouse;Entire home/apt;Real Bed;2;2;1;5;1;211
2904;Townhouse;Entire home/apt;Real Bed;5;3;4;1;2;199
2905;Apartment;Private room;Real Bed;2;1;1;0;1;290
2906;Apartment;Entire home/apt;Real Bed;3;1;2;35;1;290
2907;House;Private room;Real Bed;2;0;1;0;1;4828
2908;Apartment;Entire home/apt;Real Bed;2;1;1;5;1;55
2909;Apartment;Entire home/apt;Real Bed;3;3;3;0;1;80
2910;Guest suite;Entire home/apt;Real Bed;2;0;1;51;1;149
2911;Condominium;Entire home/apt;Real Bed;4;1;2;0;2;489
2913;Apartment;Entire home/apt;Real Bed;2;1;1;22;1;683
2914;Apartment;Entire home/apt;Real Bed;5;2;3;0;2;115
2915;Apartment;Private room;Real Bed;2;1;1;17;1;129
2916;Hostel;Private room;Real Bed;1;1;1;59;1;322
2917;Apartment;Private room;Real Bed;2;1;2;7;1;63
2918;Apartment;Entire home/apt;Real Bed;2;0;1;22;1;100
2919;Guest suite;Entire home/apt;Real Bed;4;2;2;1;1;950
2920;House;Entire home/apt;Real Bed;3;0;1;0;1;69
2921;Apartment;Private room;Real Bed;2;1;1;0;1;60
2922;Apartment;Entire home/apt;Real Bed;4;1;2;40;1;75
2923;Apartment;Entire home/apt;Real Bed;8;2;4;7;2;300
2924;Apartment;Entire home/apt;Real Bed;6;2;4;4;2;206
2925;Apartment;Entire home/apt;Real Bed;5;3;4;2;1;95
2926;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;81
2927;Loft;Entire home/apt;Real Bed;3;1;1;4;1;200
2928;House;Entire home/apt;Real Bed;6;4;4;0;3;800
2929;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;227
2930;Serviced apartment;Private room;Real Bed;2;2;1;2;1;148
2932;Hostel;Private room;Real Bed;3;1;2;8;1;597
2933;Apartment;Private room;Real Bed;1;1;1;0;1;228
2934;Apartment;Entire home/apt;Real Bed;9;2;5;11;1;1178
2935;Aparthotel;Private room;Real Bed;2;1;1;8;1;142
2936;House;Entire home/apt;Real Bed;4;2;2;0;2;165
2937;House;Entire home/apt;Real Bed;6;3;5;33;1;151
2938;Loft;Entire home/apt;Real Bed;3;1;1;1;1;101
2939;Apartment;Entire home/apt;Real Bed;6;2;2;9;1;285
2940;Apartment;Entire home/apt;Real Bed;3;1;1;1;1;50
2941;Apartment;Entire home/apt;Real Bed;4;1;2;35;1;187
2942;Casa particular (Cuba);Private room;Real Bed;2;1;1;6;2;53
2943;Guest suite;Entire home/apt;Real Bed;8;4;6;0;4;300
2944;Loft;Entire home/apt;Real Bed;2;1;1;4;1;130
2945;Apartment;Entire home/apt;Real Bed;4;1;2;12;1;50
2946;House;Entire home/apt;Real Bed;6;3;1;30;1;55
2947;Condominium;Entire home/apt;Real Bed;4;1;3;41;1;110
2948;Apartment;Private room;Real Bed;2;1;1;2;1;65
2949;Condominium;Entire home/apt;Real Bed;6;2;2;8;2;259
2950;Condominium;Entire home/apt;Real Bed;3;1;1;21;1;85
