;property_type;room_type;bed_type;accommodates;bedrooms;beds;number_of_reviews;bathrooms;price
1356;Cabin;Private room;Real Bed;4;1;2;5;1;92
1357;Apartment;Entire home/apt;Real Bed;4;2;2;132;1;60
1358;Apartment;Entire home/apt;Real Bed;4;2;2;61;1;146
1359;Apartment;Private room;Real Bed;2;1;1;2;2;51
1360;Apartment;Entire home/apt;Real Bed;2;1;1;29;1;79
1361;Loft;Entire home/apt;Real Bed;2;1;1;10;1;149
1362;Apartment;Entire home/apt;Real Bed;5;2;3;97;1;981
1363;Bed and breakfast;Private room;Real Bed;4;2;4;0;1;295
1364;Guesthouse;Private room;Real Bed;2;1;1;62;2;58
1365;Loft;Private room;Real Bed;1;1;1;147;1;70
1366;Townhouse;Private room;Real Bed;8;1;2;18;1;49
1367;Apartment;Entire home/apt;Real Bed;2;1;1;4;2;150
1368;Apartment;Private room;Real Bed;2;1;1;2;1;95
1369;Apartment;Entire home/apt;Real Bed;7;3;4;8;2;108
1370;Guest suite;Private room;Real Bed;2;1;1;94;1;21
1371;Apartment;Entire home/apt;Real Bed;12;6;6;5;1;180
1372;Apartment;Entire home/apt;Real Bed;2;1;1;10;1;150
1373;Apartment;Entire home/apt;Real Bed;5;2;2;66;1;285
1374;House;Entire home/apt;Real Bed;6;2;2;0;2;280
1375;Townhouse;Private room;Real Bed;1;1;1;12;1;377
1376;House;Private room;Real Bed;2;1;1;57;1;35
1377;Apartment;Entire home/apt;Real Bed;7;2;3;67;2;439
1378;Apartment;Private room;Real Bed;1;1;1;4;1;60
1379;Apartment;Entire home/apt;Real Bed;2;0;1;25;1;699
1380;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;200
1381;Apartment;Private room;Real Bed;2;1;1;39;1;27
1382;Serviced apartment;Private room;Real Bed;1;1;1;0;7;31
1383;Apartment;Entire home/apt;Real Bed;6;2;3;7;2;99
1384;Villa;Private room;Real Bed;2;1;1;95;1;85
1385;Hostel;Private room;Real Bed;1;1;1;71;1;45
1386;Apartment;Entire home/apt;Real Bed;4;2;2;21;1;280
1387;Guest suite;Entire home/apt;Real Bed;3;1;2;25;1;70
1388;Boutique hotel;Private room;Real Bed;2;1;1;1;3.5;166
1390;Apartment;Entire home/apt;Real Bed;6;2;4;2;1.5;60
1391;Apartment;Entire home/apt;Real Bed;4;1;3;35;1;60
1392;Loft;Entire home/apt;Real Bed;4;1;2;31;1;75
1393;Apartment;Entire home/apt;Real Bed;4;2;4;26;1;450
1394;Guest suite;Entire home/apt;Real Bed;4;1;3;22;1;90
1395;Apartment;Private room;Real Bed;2;1;1;0;1;85
1396;House;Entire home/apt;Real Bed;4;1;2;72;1;115
1397;Apartment;Entire home/apt;Real Bed;10;4;7;20;2;165
1398;Apartment;Private room;Real Bed;1;1;1;25;1;101
1399;Apartment;Private room;Real Bed;1;1;1;19;1;75
1400;Apartment;Private room;Real Bed;2;1;1;20;1;60
1401;Apartment;Shared room;Real Bed;2;1;1;0;1;699
1402;Apartment;Entire home/apt;Real Bed;4;2;2;4;1;140
1403;Apartment;Entire home/apt;Real Bed;4;2;4;0;1;300
1404;Apartment;Private room;Real Bed;1;1;1;0;1;475
1405;House;Private room;Real Bed;2;1;1;21;1;20
1406;Apartment;Private room;Real Bed;2;1;1;33;1;80
1407;Apartment;Entire home/apt;Real Bed;3;2;3;6;1;172
1408;Serviced apartment;Entire home/apt;Real Bed;3;0;2;45;1;269
1409;Apartment;Private room;Real Bed;2;1;1;18;2;71
1410;Apartment;Private room;Real Bed;1;1;1;0;1;100
1411;Apartment;Entire home/apt;Real Bed;2;1;1;36;1;100
1412;Apartment;Entire home/apt;Real Bed;6;2;3;14;1;260
1413;Apartment;Entire home/apt;Real Bed;5;2;4;28;1;90
1414;Apartment;Private room;Real Bed;2;1;1;0;1;130
1415;Apartment;Entire home/apt;Real Bed;2;0;1;137;1.5;75
1416;Apartment;Entire home/apt;Real Bed;4;2;2;100;2;555
1417;Apartment;Entire home/apt;Real Bed;4;2;2;2;1;188
1418;Apartment;Private room;Real Bed;2;1;1;0;2;181
1419;Apartment;Entire home/apt;Real Bed;2;0;1;73;1;45
1420;Condominium;Entire home/apt;Real Bed;6;2;4;1;2;269
1421;Apartment;Entire home/apt;Real Bed;4;1;2;5;1;31
1422;Apartment;Entire home/apt;Real Bed;6;2;5;17;2;500
1423;Apartment;Entire home/apt;Real Bed;2;1;1;18;1;97
1424;Apartment;Entire home/apt;Real Bed;4;3;4;2;1;125
1425;House;Private room;Real Bed;1;1;1;3;1;65
1426;Apartment;Entire home/apt;Real Bed;3;1;1;5;1;100
1427;Apartment;Entire home/apt;Real Bed;3;1;2;3;1;70
1428;Loft;Entire home/apt;Real Bed;3;1;1;14;1;754
1429;Apartment;Entire home/apt;Real Bed;2;1;1;13;1;50
1430;Apartment;Private room;Real Bed;2;1;1;0;1;119
1431;Condominium;Entire home/apt;Real Bed;2;1;2;2;1;129
1432;Apartment;Entire home/apt;Real Bed;4;1;2;2;1;90
1433;Apartment;Entire home/apt;Real Bed;2;1;1;3;1;95
1434;House;Private room;Real Bed;3;1;2;62;1;50
1435;Apartment;Private room;Real Bed;2;2;2;5;1.5;149
1436;Apartment;Entire home/apt;Real Bed;5;4;4;1;2;70
1437;Bungalow;Entire home/apt;Real Bed;4;2;0;2;1.5;469
1438;House;Private room;Real Bed;1;1;1;25;1;58
1439;Apartment;Entire home/apt;Real Bed;2;0;1;32;1;175
1440;Apartment;Private room;Real Bed;2;1;1;61;1;103
1441;House;Private room;Real Bed;2;1;1;102;1;60
1442;Apartment;Entire home/apt;Real Bed;3;0;2;50;1;50
1443;Apartment;Private room;Real Bed;2;1;1;0;1;635
1444;Apartment;Private room;Real Bed;2;1;1;74;1;30
1445;Apartment;Entire home/apt;Real Bed;2;1;1;3;1;110
1446;Townhouse;Entire home/apt;Real Bed;4;1;2;74;1;109
1447;Apartment;Entire home/apt;Real Bed;5;1;2;24;1;190
1448;Apartment;Private room;Real Bed;1;1;1;22;1;19
1449;House;Entire home/apt;Real Bed;6;2;3;45;2.5;160
1450;Apartment;Entire home/apt;Real Bed;4;1;4;92;1;45
1451;Apartment;Private room;Real Bed;2;1;1;92;1;44
1452;Apartment;Entire home/apt;Real Bed;4;1;1;4;1;119
1453;Condominium;Entire home/apt;Real Bed;4;1;1;0;2;442
1454;Apartment;Entire home/apt;Real Bed;2;1;1;7;1;620
1455;Apartment;Private room;Real Bed;2;1;1;0;1;179
1456;Apartment;Entire home/apt;Real Bed;6;2;4;19;2;500
1457;Apartment;Entire home/apt;Real Bed;4;1;2;0;2;1999
1458;Apartment;Entire home/apt;Real Bed;4;2;2;1;1;181
1459;Apartment;Entire home/apt;Real Bed;4;1;2;99;1;135
1460;House;Entire home/apt;Real Bed;4;2;2;140;1;199
1461;Guest suite;Private room;Real Bed;1;1;1;13;1;251
1462;Apartment;Entire home/apt;Real Bed;8;3;5;14;2;400
1463;Apartment;Entire home/apt;Real Bed;3;0;2;57;1;99
1464;House;Entire home/apt;Real Bed;2;0;2;20;1;75
1465;Apartment;Private room;Real Bed;2;1;2;124;1;15
1466;Apartment;Private room;Real Bed;2;1;1;1;1;213
1467;Apartment;Private room;Real Bed;2;1;1;2;1;39
1468;Apartment;Entire home/apt;Real Bed;3;0;1;24;1;997
1469;Serviced apartment;Entire home/apt;Real Bed;4;1;4;86;1;50
1470;Serviced apartment;Entire home/apt;Real Bed;3;2;2;0;1;60
1471;Apartment;Entire home/apt;Real Bed;3;1;1;8;1;90
1472;Condominium;Private room;Real Bed;2;1;1;24;1;36
1473;Boutique hotel;Private room;Real Bed;2;1;1;1;1;179
1474;House;Entire home/apt;Real Bed;7;4;4;5;3;695
1475;Apartment;Entire home/apt;Real Bed;6;3;4;7;1;60
1476;Apartment;Private room;Real Bed;1;1;1;100;1;20
1477;Apartment;Entire home/apt;Real Bed;6;2;4;103;2;85
1478;Apartment;Entire home/apt;Real Bed;3;2;2;0;1;130
1479;Apartment;Private room;Real Bed;2;1;1;62;1;53
1480;House;Entire home/apt;Real Bed;6;2;3;151;1;161
1481;House;Private room;Real Bed;1;1;1;6;1;47
1482;Cottage;Entire home/apt;Real Bed;2;0;1;257;1;175
1483;Apartment;Entire home/apt;Real Bed;9;3;5;27;2;1484
1484;Apartment;Entire home/apt;Real Bed;6;4;6;11;2;105
1485;Serviced apartment;Private room;Real Bed;2;1;1;64;1;353
1486;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;314
1487;Apartment;Private room;Real Bed;3;2;2;5;1;100
1488;Apartment;Private room;Real Bed;3;1;3;1;1;148
1489;Cabin;Entire home/apt;Real Bed;2;1;1;54;1;60
1490;House;Private room;Real Bed;2;1;1;29;2;40
1491;Apartment;Private room;Real Bed;2;1;1;144;1;93
1492;Condominium;Entire home/apt;Real Bed;6;2;4;12;2;200
1493;Bed and breakfast;Private room;Real Bed;2;1;1;44;1.5;45
1494;Apartment;Entire home/apt;Real Bed;2;2;2;24;1;134
1495;Apartment;Entire home/apt;Real Bed;2;0;1;0;1;46
1496;Apartment;Entire home/apt;Real Bed;4;0;1;78;1;55
1497;Apartment;Entire home/apt;Real Bed;2;0;0;51;1;125
1498;Guest suite;Entire home/apt;Real Bed;4;2;2;61;1;110
1499;Serviced apartment;Private room;Real Bed;2;1;1;65;1;338
1500;Apartment;Entire home/apt;Real Bed;5;2;2;11;1;761
1501;Apartment;Entire home/apt;Real Bed;4;1;2;67;1;110
1502;Apartment;Private room;Real Bed;2;1;1;8;1;100
1503;Apartment;Entire home/apt;Real Bed;8;4;4;15;3;501
1504;Guest suite;Entire home/apt;Real Bed;2;1;1;9;1;151
1505;Condominium;Entire home/apt;Real Bed;4;1;1;23;1;260
1506;Apartment;Entire home/apt;Real Bed;6;1;3;56;1;200
1507;Apartment;Private room;Real Bed;2;1;2;99;1;15
1508;Villa;Entire home/apt;Real Bed;6;2;2;5;3;380
1509;Apartment;Private room;Real Bed;4;2;4;45;1.5;140
1510;Apartment;Private room;Pull-out Sofa;2;0;1;40;1;45
1511;Apartment;Private room;Real Bed;2;1;1;71;1;400
1512;House;Private room;Real Bed;8;4;5;2;3;595
1513;Apartment;Entire home/apt;Real Bed;4;1;1;87;1;60
1514;Apartment;Private room;Real Bed;2;1;1;69;1;131
1515;Apartment;Private room;Real Bed;2;1;1;22;1;52
1516;Apartment;Entire home/apt;Real Bed;3;1;1;43;1;110
1517;House;Entire home/apt;Real Bed;8;4;5;21;3.5;417
1518;Loft;Entire home/apt;Real Bed;3;1;2;257;1;100
1519;Condominium;Entire home/apt;Real Bed;3;0;1;59;1;148
1520;Apartment;Entire home/apt;Real Bed;2;1;1;2;1;110
1521;Loft;Entire home/apt;Real Bed;1;1;1;23;1;68
1522;Apartment;Entire home/apt;Real Bed;2;0;1;23;1;55
1523;Apartment;Private room;Real Bed;1;1;1;3;1;150
1524;Apartment;Entire home/apt;Real Bed;4;2;2;2;1;70
1525;Bungalow;Private room;Real Bed;4;2;2;123;1;95
1526;Apartment;Shared room;Pull-out Sofa;2;1;1;41;1;314
1527;Apartment;Private room;Real Bed;1;1;1;3;2;224
1528;Apartment;Entire home/apt;Real Bed;4;2;2;2;2;699
1529;Apartment;Private room;Real Bed;2;1;2;16;1;45
1530;Guest suite;Entire home/apt;Real Bed;2;1;1;31;1;68
1531;Apartment;Entire home/apt;Real Bed;2;1;1;13;1;49
1532;Apartment;Entire home/apt;Real Bed;4;1;2;40;1;141
1533;House;Private room;Real Bed;2;1;1;16;1;73
1534;Apartment;Private room;Real Bed;3;2;2;59;1;29
1535;Apartment;Private room;Real Bed;1;1;1;0;2;105
1536;House;Private room;Real Bed;3;1;2;25;1;110
1537;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;74
1538;House;Entire home/apt;Real Bed;2;1;1;33;1;80
1539;Apartment;Entire home/apt;Real Bed;4;2;2;28;2;129
1540;House;Entire home/apt;Real Bed;2;1;2;51;1;21
1541;Townhouse;Private room;Real Bed;1;1;1;379;2;48
1542;Apartment;Entire home/apt;Real Bed;6;2;4;33;1.5;64
1543;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;89
1544;Apartment;Entire home/apt;Real Bed;1;1;1;0;1;69
1545;Apartment;Entire home/apt;Real Bed;4;2;2;121;1;60
1546;House;Entire home/apt;Real Bed;6;3;3;1;3;395
1547;Apartment;Entire home/apt;Real Bed;6;2;3;77;1;350
1548;Apartment;Entire home/apt;Real Bed;2;1;1;64;1;99
1549;Apartment;Entire home/apt;Real Bed;4;2;3;10;1;589
1550;Apartment;Entire home/apt;Real Bed;3;1;2;18;1;40
1551;Apartment;Entire home/apt;Real Bed;4;1;2;3;1;55
1552;Apartment;Entire home/apt;Real Bed;7;4;5;32;2;200
1553;Apartment;Entire home/apt;Real Bed;2;1;1;26;1;35
1554;Guest suite;Private room;Real Bed;1;1;1;0;1;447
1555;Apartment;Entire home/apt;Real Bed;4;2;2;1;2;903
1556;Condominium;Entire home/apt;Real Bed;4;1;1;16;1;250
1557;Apartment;Entire home/apt;Real Bed;4;1;2;70;1;96
1558;Apartment;Private room;Real Bed;1;0;1;0;1;181
1559;Townhouse;Entire home/apt;Real Bed;6;3;4;171;1;55
1560;Apartment;Entire home/apt;Real Bed;3;1;1;48;1;89
1561;Apartment;Private room;Real Bed;1;1;1;4;1.5;196
1562;Apartment;Entire home/apt;Real Bed;8;4;7;80;1.5;100
1563;Apartment;Entire home/apt;Real Bed;3;1;2;38;1;99
1564;Apartment;Private room;Real Bed;3;1;2;15;1;40
1565;Apartment;Private room;Real Bed;2;1;1;14;1;53
1566;Apartment;Entire home/apt;Real Bed;4;1;2;104;1;34
1567;Apartment;Private room;Real Bed;2;1;1;0;1;84
1568;House;Entire home/apt;Real Bed;6;4;4;56;1;264
1569;Apartment;Private room;Real Bed;2;1;1;3;1.5;54
1570;House;Private room;Real Bed;4;1;2;10;1;119
1571;House;Entire home/apt;Real Bed;14;4;4;2;4;343
1572;House;Shared room;Real Bed;1;1;1;0;1;100
1573;Apartment;Private room;Real Bed;1;2;2;6;1;353
1574;Apartment;Entire home/apt;Real Bed;4;1;2;4;1;35
1575;Condominium;Entire home/apt;Real Bed;4;0;1;19;1;94
1576;Apartment;Entire home/apt;Real Bed;6;2;2;0;1;765
1577;Apartment;Entire home/apt;Real Bed;2;0;1;88;1;447
1578;House;Entire home/apt;Real Bed;6;3;3;9;1.5;189
1579;Condominium;Entire home/apt;Real Bed;4;1;2;1;1;113
1580;House;Private room;Real Bed;2;1;1;47;1;53
1581;Apartment;Entire home/apt;Real Bed;3;2;1;1;2;321
1582;House;Entire home/apt;Real Bed;10;5;10;3;3.5;160
1583;House;Entire home/apt;Real Bed;3;3;0;21;1;350
1584;Apartment;Private room;Real Bed;2;1;1;47;2;14
1585;Serviced apartment;Entire home/apt;Real Bed;8;2;4;2;2;601
1586;Apartment;Entire home/apt;Real Bed;4;2;2;2;1;50
1587;Apartment;Entire home/apt;Real Bed;2;1;1;2;1;81
1588;Apartment;Entire home/apt;Real Bed;4;2;2;1;1;139
1589;Apartment;Private room;Real Bed;1;1;1;1;1;142
1590;Apartment;Entire home/apt;Real Bed;2;1;1;6;1;801
1591;Apartment;Entire home/apt;Real Bed;3;1;1;38;1;150
1592;Apartment;Entire home/apt;Real Bed;12;3;6;9;2;1397
1593;Loft;Entire home/apt;Real Bed;2;1;1;5;1;301
1594;Apartment;Entire home/apt;Real Bed;4;1;4;111;1;75
1595;Apartment;Entire home/apt;Real Bed;6;3;3;100;1;315
1596;Loft;Entire home/apt;Real Bed;6;2;4;125;2;140
1597;Apartment;Private room;Real Bed;1;3;1;0;1;30
1598;Apartment;Entire home/apt;Real Bed;3;1;2;14;1;195
1599;Apartment;Entire home/apt;Real Bed;8;3;4;12;2;200
1600;Apartment;Private room;Real Bed;2;1;1;3;1;120
1601;Apartment;Private room;Real Bed;1;1;1;0;1;75
1602;Apartment;Entire home/apt;Real Bed;6;2;2;71;1;75
1603;Guest suite;Entire home/apt;Real Bed;2;1;1;3;1;300
1604;Condominium;Entire home/apt;Real Bed;4;1;1;7;1;377
1605;Apartment;Private room;Real Bed;2;1;1;27;1;38
1606;Apartment;Entire home/apt;Real Bed;4;1;2;24;1;197
1607;Apartment;Entire home/apt;Real Bed;4;2;2;21;1;75
1608;Apartment;Private room;Real Bed;2;1;1;0;1;78
1609;House;Entire home/apt;Real Bed;5;2;2;79;1;31
1610;Apartment;Entire home/apt;Real Bed;4;1;4;35;1;106
1611;Guesthouse;Entire home/apt;Real Bed;6;2;3;60;1;299
1612;House;Entire home/apt;Real Bed;7;3;3;3;2.5;274
1613;Apartment;Entire home/apt;Real Bed;4;1;1;74;1;145
1614;Apartment;Private room;Real Bed;1;0;1;0;1;237
1615;Apartment;Private room;Real Bed;2;1;1;13;1;40
1616;Apartment;Private room;Real Bed;2;1;1;20;1;51
1617;Casa particular (Cuba);Private room;Real Bed;3;0;1;0;1;47
1618;Apartment;Private room;Real Bed;1;1;1;2;1;50
1619;Apartment;Entire home/apt;Real Bed;4;2;3;30;1.5;50
1620;Apartment;Entire home/apt;Real Bed;2;0;1;3;1;589
1621;House;Private room;Real Bed;2;1;1;0;3;70
1622;Apartment;Entire home/apt;Real Bed;2;0;1;147;1;848
1623;House;Entire home/apt;Real Bed;6;3;3;122;2;168
1624;Apartment;Private room;Real Bed;2;0;1;14;2;20
1625;Condominium;Entire home/apt;Real Bed;6;2;4;9;2;551
1626;Condominium;Entire home/apt;Real Bed;4;1;3;8;1;75
1627;Apartment;Entire home/apt;Real Bed;5;4;5;0;1.5;221
1628;Hotel;Private room;Real Bed;4;1;2;13;1;2002
1629;Townhouse;Private room;Real Bed;2;1;1;3;1.5;63
1630;Apartment;Entire home/apt;Real Bed;2;0;1;110;1;80
1631;Apartment;Private room;Real Bed;2;1;1;0;1;19
1632;Boutique hotel;Private room;Real Bed;2;1;1;3;1;86
1633;Apartment;Entire home/apt;Real Bed;2;0;1;37;1;60
1634;Apartment;Entire home/apt;Real Bed;3;1;2;4;1;100
1635;Apartment;Entire home/apt;Real Bed;4;2;1;4;1;300
1636;Apartment;Entire home/apt;Real Bed;2;1;1;39;1;400
1637;Condominium;Entire home/apt;Real Bed;4;1;1;0;2;256
1638;Apartment;Entire home/apt;Real Bed;2;0;1;55;1;35
1639;House;Entire home/apt;Real Bed;4;2;2;24;1;200
1640;Apartment;Entire home/apt;Real Bed;3;1;1;0;1;105
1641;Apartment;Private room;Real Bed;1;1;1;41;1;72
1642;Apartment;Private room;Real Bed;1;0;1;3;1;47
1643;Apartment;Entire home/apt;Real Bed;5;2;4;33;2;399
1644;Apartment;Entire home/apt;Real Bed;3;1;2;25;1;60
1645;Barn;Entire home/apt;Real Bed;4;2;3;19;2;135
1646;Loft;Entire home/apt;Real Bed;3;1;3;83;1;65
1647;Apartment;Entire home/apt;Real Bed;3;0;2;58;1;170
1648;Hotel;Private room;Real Bed;4;1;2;28;1;447
1649;Guest suite;Entire home/apt;Real Bed;2;1;1;50;1;155
1650;Apartment;Private room;Real Bed;2;1;1;42;1;25
1651;Apartment;Entire home/apt;Real Bed;3;1;1;74;1;90
1652;Apartment;Entire home/apt;Real Bed;4;1;3;109;1;75
1653;House;Private room;Real Bed;2;1;2;7;1.5;75
1654;Bungalow;Entire home/apt;Real Bed;4;0;2;102;1;180
1655;Apartment;Private room;Real Bed;2;1;1;6;1;25
1656;Apartment;Private room;Real Bed;2;1;1;92;1;30
1657;House;Entire home/apt;Real Bed;4;1;2;54;1;120
1658;Apartment;Entire home/apt;Real Bed;3;1;1;1;1;1499
1659;Apartment;Private room;Real Bed;2;1;2;0;1;142
1660;House;Private room;Real Bed;1;1;1;106;1;50
1661;Apartment;Entire home/apt;Real Bed;2;0;1;1;1;149
1662;Apartment;Entire home/apt;Real Bed;5;2;2;18;1;250
1663;Apartment;Entire home/apt;Real Bed;4;1;1;59;1;70
1664;Townhouse;Entire home/apt;Real Bed;5;2;4;38;2;159
1665;Apartment;Private room;Real Bed;2;1;2;87;1;25
1666;Apartment;Entire home/apt;Real Bed;4;1;2;5;1;801
1667;Apartment;Entire home/apt;Real Bed;3;1;2;77;1;60
1668;Apartment;Entire home/apt;Real Bed;6;3;3;34;2;1250
1669;House;Entire home/apt;Real Bed;12;5;7;10;4;300
1670;Apartment;Entire home/apt;Real Bed;4;1;2;86;1;30
1671;Apartment;Private room;Airbed;1;1;1;4;1;60
1672;Apartment;Private room;Real Bed;2;1;1;8;2;70
1673;Townhouse;Private room;Real Bed;2;1;1;78;1;32
1674;Townhouse;Private room;Real Bed;1;1;1;90;1;41
1675;Apartment;Entire home/apt;Real Bed;5;2;2;12;1;195
1676;Apartment;Private room;Real Bed;2;1;1;3;2;23
1677;Apartment;Private room;Real Bed;2;1;1;202;1;65
1678;House;Entire home/apt;Real Bed;5;2;3;53;1;74
1679;Condominium;Entire home/apt;Real Bed;2;1;1;2;1;239
1680;Apartment;Private room;Real Bed;2;1;1;1;1;50
1681;Apartment;Private room;Real Bed;1;1;1;9;1;50
1682;Apartment;Entire home/apt;Real Bed;2;0;1;33;1;60
1683;Serviced apartment;Private room;Real Bed;2;1;1;2;1;111
1684;Townhouse;Entire home/apt;Real Bed;6;3;3;2;2.5;600
1685;Guesthouse;Private room;Real Bed;1;0;1;34;1;196
1686;Apartment;Entire home/apt;Real Bed;4;1;1;39;1;75
1687;Apartment;Entire home/apt;Real Bed;6;4;4;14;1.5;170
1688;Apartment;Private room;Real Bed;1;1;1;20;1;63
1689;Apartment;Entire home/apt;Real Bed;4;2;3;1;1;250
1690;Apartment;Entire home/apt;Real Bed;6;3;5;0;1;100
1691;Townhouse;Private room;Real Bed;2;1;1;91;1.5;85
1692;Apartment;Entire home/apt;Real Bed;2;1;1;24;1;65
1693;Condominium;Private room;Real Bed;2;1;1;23;1;29
1694;Apartment;Entire home/apt;Real Bed;2;1;2;0;1;94
1695;Apartment;Entire home/apt;Real Bed;4;2;2;4;1;15
1696;Guesthouse;Entire home/apt;Real Bed;2;0;1;232;1;95
1697;Apartment;Private room;Real Bed;2;1;1;13;1;100
1698;Apartment;Entire home/apt;Real Bed;4;1;2;44;1;683
1699;House;Entire home/apt;Real Bed;6;2;3;65;1;110
1700;Condominium;Entire home/apt;Real Bed;2;1;1;20;1;129
1701;Apartment;Private room;Real Bed;2;1;1;32;1;26
1702;Apartment;Entire home/apt;Real Bed;6;2;4;37;1;325
1703;Apartment;Entire home/apt;Real Bed;2;0;1;2;1;316
1704;Condominium;Entire home/apt;Real Bed;2;1;1;1;1;95
1705;House;Entire home/apt;Real Bed;2;1;1;0;1;79
1706;Apartment;Private room;Real Bed;4;1;2;91;1;34
1707;Apartment;Entire home/apt;Real Bed;4;2;2;40;2;83
1708;Apartment;Private room;Real Bed;3;1;1;13;1;32
1709;Apartment;Private room;Real Bed;2;1;1;23;1;353
1710;Condominium;Entire home/apt;Real Bed;2;0;1;50;1;100
1711;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;848
1712;Apartment;Entire home/apt;Real Bed;3;1;2;84;1;100
1713;Apartment;Entire home/apt;Real Bed;6;2;4;95;2;298
1714;Condominium;Entire home/apt;Real Bed;6;2;5;13;3;850
1715;Apartment;Private room;Real Bed;1;1;2;93;1;94
1716;Apartment;Entire home/apt;Real Bed;4;1;1;3;1;597
1717;Loft;Entire home/apt;Real Bed;4;2;2;0;1;53
1718;House;Private room;Real Bed;2;1;1;45;0.5;43
1719;Hut;Private room;Real Bed;3;1;3;4;2;68
1720;Apartment;Entire home/apt;Real Bed;2;0;1;89;1;54
1721;Apartment;Entire home/apt;Real Bed;2;1;1;87;1;179
1722;Apartment;Entire home/apt;Real Bed;4;2;2;4;1;107
1723;Apartment;Private room;Real Bed;1;1;1;0;1;60
1724;Apartment;Entire home/apt;Real Bed;4;1;3;30;1;581
1725;Apartment;Entire home/apt;Real Bed;2;0;1;6;1;90
1726;Apartment;Entire home/apt;Real Bed;2;0;1;0;1;211
1727;Apartment;Private room;Real Bed;2;1;1;18;1;30
1728;Condominium;Entire home/apt;Real Bed;9;3;5;6;3;500
1729;Apartment;Entire home/apt;Real Bed;8;3;6;47;1;1499
1730;Apartment;Private room;Real Bed;1;1;1;4;1.5;26
1731;Apartment;Entire home/apt;Real Bed;6;2;5;96;1;65
1732;Apartment;Entire home/apt;Real Bed;2;1;1;9;1;115
1733;Townhouse;Entire home/apt;Real Bed;6;2;3;0;2;130
1734;Other;Entire home/apt;Real Bed;4;1;1;2;1;55
1735;Apartment;Entire home/apt;Real Bed;2;1;1;23;1;38
1736;Apartment;Private room;Real Bed;1;1;1;0;1;40
1737;Apartment;Entire home/apt;Real Bed;4;2;2;37;1;101
1738;Apartment;Private room;Real Bed;1;1;2;0;1;121
1739;Apartment;Entire home/apt;Real Bed;4;1;2;35;1;168
1740;Apartment;Entire home/apt;Real Bed;6;1;3;125;1;60
1741;Apartment;Entire home/apt;Real Bed;6;2;5;76;1;70
1742;Apartment;Entire home/apt;Real Bed;4;1;2;11;1;196
1743;Apartment;Entire home/apt;Real Bed;3;1;2;8;1;129
1744;Apartment;Entire home/apt;Real Bed;6;2;2;102;2;194
1745;Apartment;Private room;Real Bed;1;1;1;1;1;80
1746;House;Private room;Real Bed;5;1;4;0;1;85
1747;Apartment;Entire home/apt;Real Bed;6;3;4;7;2;81
1748;Apartment;Private room;Real Bed;2;1;1;0;1;999
1749;Apartment;Entire home/apt;Real Bed;4;2;2;73;1;195
1750;House;Entire home/apt;Real Bed;8;4;6;11;2.5;280
1751;Apartment;Private room;Real Bed;1;1;1;41;1;160
1752;Apartment;Entire home/apt;Real Bed;6;3;4;5;2;85
1753;Apartment;Private room;Real Bed;1;1;1;0;1;58
1754;Serviced apartment;Entire home/apt;Real Bed;10;3;3;2;2;649
1755;Apartment;Entire home/apt;Real Bed;2;1;1;83;1;25
1756;Condominium;Entire home/apt;Real Bed;4;1;2;2;2;210
1757;House;Entire home/apt;Real Bed;2;2;2;0;1;58
1758;Apartment;Entire home/apt;Real Bed;4;3;3;1;1;170
1759;Apartment;Private room;Real Bed;1;1;1;0;1;173
